epoch,acc,f1_m,loss,val_acc,val_f1_m,val_loss
0,0.8053635406494141,0.03409543849023976,0.4114924068748951,0.8091990879603794,0.012840500399969252,0.43145278564521244
1,0.8220919799804688,0.21492675714120196,0.3439026376605034,0.8184373038155692,0.6217682702200753,0.3302678367921284
2,0.8588951873779297,0.6225656214356422,0.315337243527174,0.7244042532784598,0.5046822501080377,1.1934203045708793
3,0.8687517929077149,0.6413166622817517,0.29390200667083266,0.8527193341936384,0.6601651046957289,0.30877845500196727
4,0.8830775451660157,0.6869981683790684,0.2687751942873001,0.8633548191615513,0.640203381223338,0.31695552723748344
5,0.8941791152954102,0.7155553820729256,0.2516275077313185,0.8815088544573103,0.6470153025218419,0.28505231823240007
6,0.8993278884887695,0.7291728861629962,0.24049801416695119,0.874334716796875,0.6152675638241427,0.33134709830795017
7,0.9031298446655274,0.7401819489151239,0.2297345967963338,0.8857561383928572,0.723880204132625,0.2630179926753044
8,0.9059047317504882,0.7451876769959926,0.22466600123792888,0.9071760995047433,0.726453640631267,0.21518881140010698
9,0.915420036315918,0.7608418573439121,0.20678099006414413,0.8927375793457031,0.663532247713634,0.25607668842588155
10,0.9147709274291992,0.7660447712242603,0.20980224676430226,0.8187206813267299,0.19767622010383223,0.49337870350905827
11,0.9134444808959961,0.7531424049288035,0.2111822145432234,0.9061851501464844,0.7122616461345128,0.23303907183664185
12,0.9212290954589843,0.7795218497514724,0.19384660605341197,0.9138719831194196,0.7512176952191761,0.19645822292992046
13,0.9234277725219726,0.7852172435075044,0.18896196968853474,0.921465083530971,0.7765741275889533,0.1858422893498625
14,0.9243561172485352,0.7849790736846626,0.1880452451109886,0.9287374223981585,0.792618214232581,0.1790979400277138
15,0.9252849197387696,0.7908683244884014,0.18766399651765822,0.8998752049037388,0.6918846590178354,0.26293798301901133
16,0.9284529876708985,0.7995921687036752,0.17607420403510332,0.8655965532575335,0.4635530639705913,0.3580504792077201
17,0.9313954925537109,0.8108299544453621,0.1691479829326272,0.9107297624860491,0.7383086106606892,0.27899548123989787
18,0.9313395309448242,0.8111887650191784,0.17295985393226146,0.9245919363839286,0.7968585414545877,0.20435956769755909
19,0.9351514434814453,0.8208777531981468,0.15779983591288327,0.9376948765345983,0.8233916597706931,0.1514670329434531
20,0.9369417953491211,0.8269701260328293,0.1545629634335637,0.9169407435825893,0.7493479830878121,0.20947604892509325
21,0.9396657943725586,0.8346756842732429,0.15091617856174708,0.93280029296875,0.8150990575551986,0.17605717714343752
22,0.9407090759277343,0.834057262390852,0.14562990803271533,0.9471517290387835,0.8463218399456569,0.13529606301869665
23,0.9414836502075196,0.8411261899769307,0.14722080271691085,0.921926007952009,0.7708820873073169,0.21817703523806165
24,0.9407894134521484,0.836944630742073,0.14645897854119538,0.9438326154436384,0.8487403861113957,0.1552977864231382
25,0.944902572631836,0.8492268547415733,0.13563591541722417,0.9399203709193639,0.83141835970538,0.16249599499361855
26,0.9452023315429687,0.8503081709146499,0.13355275589972734,0.9430911472865513,0.8278955123254231,0.159164532912629
27,0.9409386444091797,0.8366504304856062,0.15083246272057294,0.9159042358398437,0.7460661771042006,0.24354395685451372
28,0.9479485321044921,0.858566666841507,0.12716916529461741,0.9373389107840402,0.8257767617702484,0.1527298877281802
29,0.9487732315063476,0.8585883310437202,0.12565403673797845,0.9525616237095424,0.8659757205418178,0.12853242930557046
30,0.9469734191894531,0.855433569252491,0.13387519048526883,0.935146985735212,0.8162858128547669,0.18840451261826924
31,0.9478765487670898,0.8535649356618523,0.13233851023018361,0.9372323172433036,0.8191457118306841,0.1941724540931838
32,0.9497540283203125,0.8636934462189675,0.12771241134032607,0.9508721487862724,0.8668984728200095,0.13527851541127478
33,0.9521059417724609,0.8678369896113872,0.1213091803342104,0.9500381469726562,0.8550245319093976,0.16153575128742625
34,0.952572250366211,0.8722071889042854,0.1184100823663175,0.9519677298409598,0.8580580138734408,0.13365339562296868
35,0.9538302612304688,0.8738883143663406,0.11407580967992544,0.9254617963518416,0.7773753327982766,0.21881024645907537
36,0.9494489288330078,0.8610944734513759,0.12663778321817518,0.9454620361328125,0.8443809737052236,0.16105145003114427
37,0.9504855728149414,0.8621817745268345,0.12119752176105976,0.9480868748256138,0.855398895910808,0.1334884496671813
38,0.9498491287231445,0.8594740030169487,0.12457437008619308,0.94000244140625,0.8323241516947746,0.18807654487235206
39,0.9550753784179687,0.8756230975687503,0.11392317708581685,0.9521122523716518,0.8549489802547864,0.12824740069253104
40,0.9578657531738282,0.8804861469566823,0.10443523624911905,0.9491536821637835,0.8553003694329943,0.1378403218196971
41,0.9565312194824219,0.8822803357243538,0.11166208729147911,0.9505337306431362,0.8622171870299749,0.1292936937617404
42,0.9580014419555664,0.8852953028678894,0.10127186363562941,0.9501734052385603,0.8554660098893302,0.13676896105919564
43,0.9539855194091796,0.876639506816864,0.11489965848624706,0.9594754900251116,0.8891331987721579,0.11176252806825297
44,0.9601544570922852,0.8912616318464279,0.09556402226909995,0.9612630571637835,0.8895583850996834,0.1054366905774389
45,0.960795783996582,0.895437134206295,0.09468727078288794,0.9601130894252232,0.8905187240668706,0.11756894971643175
46,0.9573499298095703,0.8859991344809532,0.11015368841588496,0.9219213213239398,0.7635109973805291,0.23555040774600847
47,0.959339599609375,0.8893012195825577,0.09802563481032849,0.9615045819963728,0.8879541397094727,0.10354377222912652
48,0.9615586090087891,0.8962379476428032,0.09205032423138619,0.9606085641043527,0.8905318243162973,0.11853833634938513
49,0.9605456924438477,0.8934886289387941,0.09963928880169988,0.9564817156110491,0.8681058687823159,0.12936454005539416
50,0.961364631652832,0.8949844971299171,0.09744929378852248,0.9511512756347656,0.8628129635538374,0.12585648739976543
51,0.9621208953857422,0.8969214981794358,0.09417229607701301,0.9570937020438058,0.8714759264673505,0.12376543538911002
52,0.9627259063720703,0.8995146742463112,0.08883473105728626,0.9284593854631696,0.8038651819740023,0.19069621307509285
53,0.9612232971191407,0.8956798960268497,0.10060365652665496,0.9212597438267299,0.7663072841508048,0.2721754979874407
54,0.9640034866333008,0.9028954580426216,0.08558823019266129,0.9269990103585379,0.7868195610386984,0.2843267175768103
55,0.9630197525024414,0.8990761613845826,0.09311707861721516,0.9604413713727679,0.8807382805006845,0.10954322580780301
56,0.9652435302734375,0.9069507133960724,0.08512413742952049,0.9522937229701451,0.8612289456384522,0.14837288686207362
57,0.9638770294189453,0.9023727434873581,0.0915224791225046,0.9643476213727679,0.9019354454108647,0.09109077490866184
58,0.9650275802612305,0.9067391166090966,0.08328273912891745,0.962343270438058,0.8888160245759147,0.12169484586587974
59,0.9651096343994141,0.9051318541169167,0.08857624217867852,0.9617027282714844,0.8915861223425184,0.1034256398677826
60,0.9661840438842774,0.9089039286971092,0.08050661325454712,0.965406254359654,0.9011358022689819,0.10540630333125592
61,0.9652701187133789,0.9058380651474,0.08330793616361916,0.9598254612513951,0.8899864775793893,0.0965292046644858
62,0.9667400360107422,0.9106632456183433,0.07927699513733387,0.9308122907366071,0.7953882994396346,0.2147295709167208
63,0.9686029434204102,0.9160208293795585,0.07490491043776273,0.9680911472865513,0.9110643335751125,0.09561293417853968
64,0.9658805847167968,0.9068985947966576,0.08221885602921247,0.959344482421875,0.8818222531250545,0.12138557317001479
65,0.9687165069580078,0.9147008055448532,0.07382195757701993,0.9680682591029576,0.9079877206257412,0.10303301821861949
66,0.9661856460571289,0.9103655780851841,0.09218542193993925,0.9665162222726005,0.9068944684096745,0.0963003439030477
67,0.9655155181884766,0.9079262039065361,0.08212679689750076,0.9182031903948102,0.7504997336438723,0.4928499241492578
68,0.9663721084594726,0.9092351979017258,0.08101385734975337,0.9669808523995536,0.9060733318328857,0.11468570929552828
69,0.9691226959228516,0.9173060688376427,0.07312422481365502,0.9701242719377791,0.9162906178406307,0.08566373363137245
70,0.9697401428222656,0.9194489493966103,0.0713412871491164,0.9684871128627233,0.9130805892603738,0.07595818830387933
71,0.9707987594604492,0.9216707295179367,0.06844892247579992,0.9626532418387277,0.8993052227156503,0.09294970195208277
72,0.9713660430908203,0.9232945185899735,0.06760960758663714,0.963297380719866,0.9009818613529206,0.11553967419479574
73,0.9693618774414062,0.9172320181131363,0.07565216405317188,0.9610986982073103,0.886663179738181,0.1212546309190137
74,0.9701409530639649,0.9194568759202957,0.07065011024475097,0.9687274387904576,0.9152454784938268,0.09507303088903427
75,0.9721956634521485,0.9264529803395272,0.06538892429322005,0.9700655255998883,0.9138280996254512,0.08117034230381251
76,0.972562026977539,0.927993997335434,0.06501367377117276,0.9654632568359375,0.900796879189355,0.10437106181468282
77,0.9646630859375,0.9021407347917557,0.0881559070572257,0.9029172624860491,0.7154695021254676,0.49561041849000115
78,0.9587071990966797,0.8867076899111271,0.10232542958110571,0.9629250662667411,0.8874317407608032,0.09122097651873316
79,0.9690799713134766,0.917271035015583,0.07590860405936838,0.9658078874860491,0.9075594586985452,0.09741015359759331
80,0.9706330871582032,0.9199505373835564,0.06963712830096483,0.9717170715332031,0.9192599390234266,0.07368617387754577
81,0.9695161437988281,0.9186075693368911,0.08386884655803442,0.9663142613002232,0.8981170552117484,0.09513667396136692
82,0.9730395126342773,0.9286930280923843,0.0638827211316675,0.9656936645507812,0.9027083839688982,0.11410113168614251
83,0.9738853454589844,0.9291090035438537,0.061135525461286304,0.965505872453962,0.8975021115371159,0.10073023693902151
84,0.9735227584838867,0.92985734552145,0.06190802940167486,0.9720837184361049,0.9178780683449337,0.09800402766891889
85,0.9738059234619141,0.9291046011447907,0.06163057901896536,0.9672885349818638,0.9062328287533351,0.09288312782134328
86,0.9745638656616211,0.9334023508429528,0.05925817881710827,0.9572511945452009,0.8836350968905857,0.1396364815000977
87,0.9756017303466797,0.9351043459773064,0.056993585815653204,0.9721129281180245,0.9246140003204346,0.07232374423848731
88,0.9761789321899415,0.9364330121874809,0.055414067162200806,0.9734584263392857,0.924056442294802,0.06916137055626938
89,0.9726805114746093,0.9244906007498502,0.07018388046883046,0.9709439958844867,0.9171653930630003,0.08648604681449278
90,0.9752690124511719,0.933332539498806,0.058120355494320396,0.971174076625279,0.9188201768057687,0.09865972868033818
91,0.9713253784179687,0.9224603341519833,0.07779526247642934,0.9585466657366072,0.8832085371017456,0.17536115348339082
92,0.9737192916870118,0.9295001018047333,0.06708175837993621,0.9700637817382812,0.9198537451880319,0.08774780620421682
93,0.9760612106323242,0.9353072553873062,0.05671184268780052,0.9745094299316406,0.923774025269917,0.0957404550164938
94,0.975379753112793,0.9346527633070946,0.05808568484149873,0.9725152151925224,0.9207767631326403,0.0943317003015961
95,0.9732974243164062,0.9283701893687248,0.0636648536566645,0.9680887494768415,0.9108543651444572,0.1002882576414517
96,0.972556381225586,0.9264670599251985,0.07616637378931046,0.9652015686035156,0.90168622476714,0.11124923106815134
97,0.9748023223876953,0.9339131933450698,0.06569247080013156,0.9685311453683035,0.9156461494309561,0.08644211483853204
98,0.9747430038452148,0.9306385392695665,0.0637497338000685,0.9692718505859375,0.910854078403541,0.10654683022626808
99,0.9760568618774415,0.9357041570544243,0.0563354055583477,0.9733147757393973,0.9245527565479279,0.0723128574767283
100,0.9717014694213867,0.9232332170009613,0.06728352254256606,0.9719239371163505,0.9194303742476873,0.07914921505642789
101,0.9753875732421875,0.930549413189292,0.058669989816844466,0.9715467180524554,0.915702348947525,0.10129773265549115
102,0.9730315399169922,0.9258973482251167,0.064343824358657,0.9738140651157924,0.9305754789284297,0.06789283526263067
103,0.9749038696289063,0.9345321546494961,0.06970995366573333,0.9711510794503349,0.9168252459594182,0.09508547333202191
104,0.9778173828125,0.9395132103562355,0.05198884664103389,0.975297110421317,0.9320950874260494,0.06683936901390553
105,0.9783795166015625,0.942182674407959,0.05063040070235729,0.968163081577846,0.9091462501457759,0.09708752520382405
106,0.9779203414916993,0.939933431148529,0.05196778452023864,0.9662155151367188,0.9043728794370379,0.11824739027236189
107,0.9775437164306641,0.9391054803133011,0.052859664671123026,0.9755779811314174,0.9321473606995174,0.06275173595973424
108,0.9778512954711914,0.9416341984272003,0.05654754624702037,0.9682437351771763,0.9103436995829854,0.11719274536839554
109,0.9785304260253906,0.943074412047863,0.05065173250623047,0.9757375444684709,0.9277407620634351,0.06847261797104563
110,0.9795111083984375,0.944955042898655,0.048165467181243,0.9731064932686943,0.9217778350625719,0.07768421481762613
111,0.9787437438964843,0.9436171510815621,0.04997836185619235,0.9778481619698661,0.9354789512498038,0.058220708636300904
112,0.9802428817749024,0.947866033911705,0.04627117247320712,0.9771453857421875,0.9346445424216134,0.0674463183486036
113,0.9743476867675781,0.9305663359165192,0.06769113142043352,0.965937260219029,0.9022270398480552,0.12705541769308704
114,0.9782907485961914,0.942271842956543,0.0512001016177237,0.9780409676688058,0.9378537067345211,0.054864913837185926
115,0.9788257217407227,0.94122632086277,0.04991065228357911,0.9742454528808594,0.9266508042812347,0.06936363035014698
116,0.9766049957275391,0.9390913954377175,0.06571322578936815,0.9701964242117745,0.9126702442765235,0.09521793997181313
117,0.979108657836914,0.9429801502823829,0.048978861635550854,0.9722100394112724,0.920543843294893,0.09567059744149446
118,0.9775803375244141,0.9408374813199043,0.06319383107125759,0.9745947701590402,0.9307124514664923,0.08414297417870589
119,0.9804339599609375,0.9475765532255173,0.04599499369971454,0.9777705601283482,0.9385745559419905,0.06761390431118863
